Friday,21,March,2025,15:18:41:10918-VCID:2F3CCDF65B1FE61226D-807B,VCDS Version: Release 25.3.0 (arm64),Data version: 20250311 DS365.0,,,,,,,,,
,397.95,2369,21.7,1560,71.1,398.08,2369,1476.2,1427.8,52.5,397.82,2392,135,6.93,138
,398.35,2392,21.4,1528,71.1,398.49,2392,1488.3,1452,52.9,398.21,2392,135,7.14,138
,398.76,2392,21.1,1568,71.1,398.88,2392,1403.6,1452,49,398.63,2392,138,7.14,138
,399.15,2346,7.7,1080,71.1,399.29,2346,1137.4,1355.2,88.6,399.01,2369,81,4.62,72
,399.55,2346,4.7,784,71.1,399.69,2323,1137.4,1355.2,87.8,399.41,2323,27,1.47,24
,399.98,2300,4.9,608,71.1,400.11,2300,1149.5,1391.5,87.5,399.84,2300,27,1.47,27
,400.38,2277,5.8,680,71.1,400.53,2277,1161.6,1403.6,87.1,400.24,2277,30,1.68,30
,400.82,2231,7.4,840,71.1,400.96,2231,1197.9,1427.8,66.3,400.68,2254,45,2.31,45
,401.23,2208,9.1,928,71.1,401.37,2208,1185.8,1379.4,64.3,401.1,2231,63,2.94,63
,401.65,2185,8.8,872,71.1,401.78,2185,1185.8,1318.9,66.3,401.5,2208,54,2.52,54
,402.04,2162,8.8,896,71.1,402.17,2162,1149.5,1282.6,65.1,401.91,2185,60,2.73,60
,402.45,2139,7.1,784,71.1,402.59,2139,1125.3,1258.4,87.8,402.31,2162,48,2.1,45
,402.85,2093,3.8,632,71.1,402.99,2093,1052.7,1294.7,95.7,402.71,2116,30,1.47,27
,403.27,2070,0.3,424,71.1,403.4,2070,1040.6,1282.6,98,403.13,2093,3,0,0
,403.66,2047,0,400,71.1,403.8,2047,1028.5,1294.7,98,403.52,2047,0,0,0
,404.07,2001,0,856,71.1,404.21,1978,1028.5,1294.7,98,403.94,2024,0,0,0
,404.46,1932,0,1520,71.1,404.58,1909,1016.4,1282.6,98.4,404.34,1955,0,0,0
,404.84,1909,0,1512,71.1,404.97,1886,1016.4,1270.5,98.4,404.71,1909,0,0,0
,405.23,1863,0,1512,71.1,405.35,1863,1016.4,1258.4,98.4,405.09,1863,0,0,0
,405.62,1840,0,1512,71.1,405.74,1817,1016.4,1258.4,98.8,405.49,1840,0,0,0
,406.02,1817,3.3,736,72,406.15,1817,1064.8,1246.3,89.4,405.88,1817,3,0,0
,406.43,1817,11.3,880,71.1,406.57,1817,1222.1,1270.5,78.8,406.29,1817,45,1.68,54
,406.83,1817,25.3,1328,72,406.98,1840,1669.8,1331,90.6,406.69,1840,135,5.04,156
,407.26,1863,35.1,1816,72,407.4,1863,1863.4,1536.7,89.4,407.12,1840,213,8.61,216
,407.68,1886,38.2,1816,72,407.82,1886,1911.8,1754.5,89,407.54,1863,240,9.87,240
,408.1,1932,42.8,1840,72,408.22,1932,2190.1,1948.1,89,407.96,1932,252,10.5,255
,408.5,1932,26.6,1736,72,408.63,1932,1222.1,2008.6,34.9,408.37,1932,270,11.76,285
,408.88,1955,7.4,960,71.1,409.02,1932,1052.7,1476.2,92.9,408.76,1955,66,2.94,60
,409.3,1955,1.6,488,72,409.44,1955,1040.6,1355.2,95.7,409.16,1955,12,0.63,9
,409.71,1955,1.9,464,72,409.84,1932,1028.5,1306.8,98,409.58,1955,9,0.42,9
,410.08,1932,0,400,72,410.21,1932,1016.4,1282.6,98.4,409.96,1955,0,0,0
,410.48,1932,0,384,72,410.6,1932,1016.4,1270.5,98.4,410.35,1932,0,0,0
,410.87,1909,0,840,72,411.01,1886,1016.4,1270.5,98.4,410.74,1909,0,0,0
,411.28,1863,0,1512,72,411.42,1863,1016.4,1258.4,98.4,411.14,1863,0,0,0
,411.69,1840,0,1520,72,411.82,1817,1016.4,1246.3,98.8,411.56,1840,0,0,0
,412.08,1817,0,1504,72,412.22,1794,1004.3,1246.3,98.8,411.94,1817,0,0,0
,412.47,1794,0,1112,72,412.6,1771,1004.3,1234.2,98.8,412.33,1794,0,0,0
,412.86,1748,0,1504,72,413.01,1748,1004.3,1222.1,98.8,412.73,1748,0,0,0
,413.26,1725,0,1496,72,413.39,1702,1004.3,1222.1,98.8,413.14,1725,0,0,0
,413.65,1564,0,1120,72,413.79,1357,1004.3,1210,98.8,413.51,1702,0,0,0
,414.07,966,0,1464,72,414.2,1012,1004.3,1173.7,100,413.93,1173,0,0,0
,414.46,1587,0,832,72,414.59,1932,1016.4,1101.1,98.4,414.32,1288,0,0,0
,414.86,2208,1.6,480,72,414.98,2208,1064.8,1161.6,97.6,414.73,2277,0,0,0
,415.23,2208,0,400,72,415.35,2208,1064.8,1234.2,97.6,415.11,2208,0,0,0
,415.62,2185,0,416,72,415.74,2162,1052.7,1282.6,97.6,415.49,2185,0,0,0
,416.01,2139,0,424,72,416.14,2116,1040.6,1306.8,97.6,415.88,2162,0,0,0
,416.39,1978,0,424,72,416.53,1725,1004.3,1318.9,98.8,416.26,2093,0,0,0
,416.8,1334,0,360,72,416.94,1150,1004.3,1270.5,100,416.66,1541,0,0,0
,417.23,828,5.5,304,71.1,417.35,805,1004.3,1173.7,100,417.08,966,0,0,0
,417.62,851,6.6,312,71.1,417.75,874,1004.3,1101.1,100,417.49,828,42,0.63,0
,418.01,874,6,320,71.1,418.15,874,1004.3,1076.9,100,417.87,874,33,0.63,0
,418.42,897,4.9,312,71.1,418.54,897,1004.3,1064.8,100,418.27,874,30,0.63,0
,418.82,897,5.5,312,71.1,418.95,897,1004.3,1052.7,100,418.68,897,30,0.63,0
,419.22,874,5.8,320,71.1,419.36,874,1004.3,1052.7,100,419.09,874,33,0.63,0
,419.62,874,5.8,312,71.1,419.76,874,1004.3,1040.6,100,419.5,874,33,0.63,0
,420.04,874,6,320,71.1,420.18,874,1004.3,1040.6,100,419.9,874,30,0.63,0
,420.45,874,5.2,320,71.1,420.59,874,1004.3,1040.6,100,420.32,874,30,0.63,0
,420.86,874,5.5,320,71.1,421,874,1004.3,1040.6,100,420.72,874,30,0.63,0
,421.28,874,5.5,320,71.1,421.41,874,1004.3,1040.6,100,421.13,874,30,0.63,0
,421.68,874,5.5,320,71.1,421.82,874,1004.3,1040.6,100,421.56,874,30,0.63,0
,422.07,874,6,320,71.1,422.2,874,1004.3,1040.6,100,421.94,874,30,0.63,0
,422.46,989,12.1,408,71.1,422.6,989,1004.3,1040.6,100,422.32,874,33,0.63,0
,422.89,943,15.6,392,71.1,423.03,897,1052.7,1052.7,100,422.75,966,102,2.1,93
,423.31,1035,28.8,696,71.1,423.44,1127,1234.2,1076.9,99.6,423.17,943,171,3.78,156
,423.71,1357,29.1,896,71.1,423.85,1472,1476.2,1137.4,94.1,423.58,1265,168,4.62,159
,424.12,1725,31,1176,71.1,424.26,1863,1681.9,1306.8,90.2,423.99,1610,195,6.72,198
,424.52,2093,27.7,1792,71.1,424.66,2185,1573,1573,64.3,424.39,1978,201,8.61,195
,424.94,2461,29.1,1880,71.1,425.06,2507,1802.9,1718.2,68.6,424.8,2323,171,8.61,174
,425.33,2829,32.1,1920,71.1,425.45,2944,1827.1,1899.7,46.7,425.19,2691,192,11.13,207
,425.71,3036,14.8,1584,71.1,425.85,2990,1089,1778.7,78.4,425.58,3059,186,12.6,198
,426.12,2645,0.8,776,71.1,426.24,2415,1089,1512.5,96.1,425.98,2852,6,0.42,0
,426.52,1794,12.1,552,71.1,426.64,1587,1210,1488.3,60.8,426.38,2139,9,0.21,0
,426.93,1679,20.3,1248,71.1,427.05,1702,1318.9,1343.1,74.1,426.78,1702,117,4.2,129
,427.32,1725,19.5,1256,71.1,427.46,1771,1246.3,1294.7,72.5,427.18,1725,129,4.62,132
,427.75,1794,17.3,1144,71.1,427.87,1817,1246.3,1270.5,74.1,427.6,1794,114,4.41,108
,428.13,1863,17.3,1160,71.1,428.26,1886,1331,1270.5,78,427.99,1840,108,4.2,108
,428.53,1955,23.9,1576,71.1,428.65,1978,1452,1343.1,77.3,428.39,1909,141,5.67,162
,428.89,2024,21.1,1448,71.1,429.04,2047,1464.1,1452,67.8,428.77,1978,141,6.09,141
,429.3,2139,22.8,1584,71.1,429.44,2162,1512.5,1512.5,63.5,429.18,2093,150,6.72,147
,429.71,2254,23.6,1592,71.1,429.85,2277,1512.5,1548.8,56.5,429.57,2208,150,6.93,153
,430.13,2346,22.8,1592,71.1,430.27,2392,1524.6,1548.8,55.7,429.99,2323,150,7.56,147
,430.52,2438,21.4,1504,71.1,430.66,2461,1452,1536.7,50.6,430.4,2415,141,7.35,138
,430.93,2530,19.8,1472,71.1,431.07,2553,1452,1500.4,53.3,430.79,2507,126,6.93,129
,431.35,2599,19.5,1440,71.1,431.47,2622,1464.1,1476.2,55.3,431.21,2576,126,7.14,126
,431.74,2668,18.9,1432,71.1,431.86,2691,1464.1,1476.2,55.3,431.6,2645,123,6.93,123
,432.11,2714,18.4,1416,71.1,432.26,2737,1464.1,1488.3,54.5,431.99,2691,120,7.14,120
,432.51,2760,18.1,1312,71.1,432.63,2783,1452,1500.4,54.1,432.38,2760,114,6.93,114
,432.9,2806,14.8,1128,71.1,433.03,2806,1427.8,1476.2,55.3,432.76,2783,105,6.09,99
,433.31,2829,14.8,1112,71.1,433.44,2829,1427.8,1452,56.5,433.17,2829,96,5.88,96
,433.73,2852,15.1,1144,71.1,433.85,2852,1439.9,1439.9,55.7,433.58,2852,96,5.88,96
,434.12,2875,15.6,1240,71.1,434.24,2875,1452,1439.9,54.9,433.97,2875,99,6.09,99
,434.51,2898,16.2,1256,71.1,434.65,2898,1464.1,1464.1,52.9,434.36,2875,108,6.51,108
,434.93,2921,16.7,1264,71.1,435.05,2921,1464.1,1488.3,51,434.79,2898,108,6.72,108
,435.33,2921,17,1288,71.1,435.46,2944,1500.4,1488.3,51,435.19,2921,108,6.72,108
,435.72,2944,18.1,1400,71.1,435.86,2944,1524.6,1512.5,49.4,435.59,2944,117,7.14,117
,436.12,2967,19.5,1456,71.1,436.24,2967,1560.9,1536.7,48.6,436,2944,123,7.77,129
,436.49,2967,19.8,1448,71.1,436.63,2967,1524.6,1560.9,45.1,436.37,2967,132,8.19,132
,436.91,2967,17.3,1312,71.1,437.05,2967,1488.3,1536.7,45.5,436.77,2967,120,7.56,117
,437.31,2967,17,1280,71.1,437.43,2967,1500.4,1488.3,49.4,437.18,2967,114,7.35,111
,437.69,2990,22,1576,71.1,437.83,2990,1706.1,1500.4,55.7,437.56,2967,120,7.56,120
,438.1,3036,27.7,1768,71.1,438.24,3059,1790.8,1681.9,46.7,437.97,3013,168,10.92,180
,438.52,3082,24.7,1560,71.1,438.66,3105,1488.3,1766.6,29.4,438.38,3082,186,12.39,192
,438.93,3059,8.2,880,71.1,439.05,2967,1089,1476.2,78.8,438.8,3105,105,6.93,78
,439.3,2599,0.5,448,71.1,439.44,2346,1076.9,1403.6,96.5,439.18,2806,3,0.21,0
,439.71,1840,6.9,648,71.1,439.85,1886,1113.2,1415.7,88.2,439.57,2116,21,0.84,0
,440.13,1840,8,704,71.1,440.27,1817,1101.1,1379.4,89,439.99,1863,45,1.89,48
,440.54,1794,8.5,752,71.1,440.66,1794,1113.2,1343.1,68.6,440.4,1817,51,2.1,51
,440.94,1771,10.4,840,71.1,441.07,1748,1113.2,1282.6,69,440.8,1794,63,2.31,69
,441.34,1725,8.2,696,71.1,441.47,1702,1089,1222.1,71,441.21,1748,57,2.1,51
,441.76,1702,20.9,1176,71.1,441.88,1702,1657.7,1210,91.4,441.61,1702,72,2.52,114
,442.15,1702,36.8,1592,71.1,442.27,1725,1899.7,1355.2,90.2,442.01,1702,207,7.56,234
,442.55,1725,42,1616,71.1,442.69,1725,1972.3,1609.3,88.2,442.41,1725,258,9.87,267
,442.96,1771,43.1,1640,71.1,443.08,1771,2129.6,1802.9,89.8,442.82,1748,267,10.29,270
,443.35,1817,50,1696,71.1,443.49,1840,2299,2008.6,86.3,443.21,1794,297,11.97,306
,443.74,1886,52.4,1728,71.1,443.88,1909,2311.1,2250.6,84.3,443.62,1863,330,13.65,336
,444.15,1955,47.2,1776,71.1,444.27,1978,2299,2383.7,74.9,444.02,1932,306,13.02,297
,444.53,2047,50.8,1824,71.1,444.66,2070,2407.9,2444.2,70.6,444.41,2024,315,13.86,324
,444.94,2139,55.5,1808,70.2,445.08,2185,2456.3,2613.6,52.2,444.8,2093,345,15.96,354
,445.35,2254,58.2,1792,71.1,445.47,2300,2480.5,2601.5,43.9,445.21,2231,360,17.64,372
,445.74,2369,59,1800,71.1,445.88,2415,2480.5,2528.9,38.4,445.62,2346,369,19.32,384
,446.15,2507,54.6,1808,71.1,446.28,2530,2432.1,2420,44.7,446.02,2461,357,19.53,363
,446.54,2599,52.2,1808,71.1,446.67,2622,2407.9,2347.4,43.1,446.42,2576,336,18.9,336
,446.92,2668,44.5,1832,71.1,447.04,2691,2165.9,2250.6,39.6,446.79,2645,306,17.85,288
,447.29,2737,38.2,1824,71.1,447.41,2737,1863.4,2008.6,27.8,447.16,2714,255,15.12,249
,447.68,2760,31.3,1768,70.2,447.83,2783,1718.2,1706.1,37.6,447.55,2760,213,12.81,201
,448.11,2806,26.9,1680,71.1,448.24,2806,1621.4,1621.4,38,447.97,2783,186,11.34,183
,448.49,2806,18.9,1280,71.1,448.61,2806,1379.4,1524.6,43.9,448.37,2806,144,9.03,147
,448.88,2806,8.8,736,71.1,449.01,2806,1161.6,1379.4,45.1,448.74,2806,78,4.83,60
,449.26,2714,3.8,456,71.1,449.4,2783,1089,1331,88.6,449.13,2783,27,2.1,15
,449.65,2760,0.5,424,71.1,449.77,2737,1089,1403.6,90.6,449.52,2760,6,0.42,0
,450.02,2714,0,448,71.1,450.16,2691,1089,1439.9,91.8,449.9,2714,0,0,0
,450.44,2668,0,472,71.1,450.58,2645,1089,1452,92.9,450.3,2668,0,0,0
,450.87,2599,0,440,71.1,451.01,2576,1089,1464.1,94.1,450.73,2622,0,0,0
,451.27,2553,0,424,71.1,451.41,2530,1089,1464.1,94.9,451.13,2576,0,0,0
,451.68,2507,0.3,424,71.1,451.81,2484,1113.2,1452,93.3,451.55,2530,0,0,0
,452.1,2461,3.6,528,71.1,452.22,2461,1161.6,1464.1,87.1,451.96,2484,12,0.63,15
,452.49,2438,5.5,696,71.1,452.62,2438,1185.8,1488.3,86.7,452.35,2438,27,1.47,30
,452.87,2415,6.3,728,71.1,453.01,2415,1185.8,1512.5,86.7,452.74,2415,33,1.89,36
,453.29,2392,7.4,864,71.1,453.43,2438,1234.2,1512.5,61.6,453.15,2415,39,2.1,39
,453.69,2369,8.2,848,71.1,453.83,2369,1222.1,1379.4,64.7,453.55,2369,48,2.73,51
,454.11,2369,8.2,904,71.1,454.24,2369,1210,1306.8,67.8,453.97,2369,51,2.73,51
,454.49,2369,7.4,816,71.1,454.61,2346,1185.8,1270.5,68.6,454.37,2369,45,2.52,45
,454.89,2346,6.9,776,71.1,455.03,2346,1185.8,1246.3,69.4,454.75,2346,42,2.31,42
,455.32,2323,7.1,784,71.1,455.46,2323,1197.9,1222.1,71,455.17,2323,39,2.31,39
,455.72,2323,8,864,71.1,455.86,2323,1197.9,1234.2,71,455.59,2323,48,2.52,48
,456.12,2323,8.8,904,71.1,456.25,2300,1222.1,1246.3,71.4,455.99,2323,51,2.52,54
,456.5,2300,10.2,952,71.1,456.63,2300,1246.3,1258.4,69.8,456.37,2300,57,2.94,60
,456.89,2300,12.6,1056,71.1,457.02,2300,1318.9,1294.7,68.2,456.76,2300,72,3.57,72
,457.28,2300,15.4,1224,71.1,457.41,2300,1331,1318.9,64.7,457.15,2300,90,4.62,96
,457.68,2300,15.6,1232,71.1,457.81,2277,1318.9,1355.2,61.6,457.55,2300,99,5.04,99
,458.05,2300,12.6,1000,71.1,458.19,2277,1246.3,1355.2,58.8,457.93,2277,87,4.41,81
,458.47,2277,9.3,888,71.1,458.6,2277,1173.7,1306.8,56.9,458.33,2277,72,3.57,69
,458.87,2254,7.4,776,71.1,458.99,2231,1161.6,1234.2,87.1,458.74,2254,48,2.52,45
,459.27,2231,6,712,71.1,459.4,2208,1125.3,1270.5,88.6,459.13,2231,39,1.89,36
,459.66,2208,2.2,552,71.1,459.79,2185,1052.7,1282.6,97.6,459.53,2185,21,1.26,18
,460.04,2162,0.3,432,71.1,460.16,2139,1052.7,1294.7,97.6,459.91,2162,3,0,0
,460.41,2116,0,408,71.1,460.55,2093,1040.6,1306.8,98,460.29,2139,0,0,0
,460.84,2070,0,400,71.1,460.97,2070,1040.6,1306.8,98,460.69,2093,0,0,0
,461.23,2047,0,400,71.1,461.37,2024,1028.5,1294.7,98,461.1,2047,0,0,0
,461.63,2001,0,392,71.1,461.77,1978,1028.5,1294.7,98,461.49,2001,0,0,0
,462.02,1955,0,392,71.1,462.16,1932,1016.4,1282.6,98.4,461.9,1955,0,0,0
,462.43,1909,0,392,71.1,462.55,1909,1016.4,1270.5,98.4,462.3,1932,0,0,0
,462.82,1886,0,392,71.1,462.94,1863,1016.4,1258.4,98.4,462.69,1886,0,0,0
,463.19,1840,0.3,408,71.1,463.32,1840,1016.4,1246.3,96.9,463.07,1863,0,0,0
,463.57,1840,3.6,616,71.1,463.69,1817,1064.8,1246.3,89.4,463.45,1840,12,0.42,12
,463.96,1817,6.6,680,71.1,464.1,1817,1089,1270.5,89,463.82,1817,33,1.26,36
,464.35,1794,10.2,856,71.1,464.48,1817,1258.4,1282.6,79.2,464.23,1817,57,2.1,54
,464.73,1817,20.9,1376,71.1,464.85,1817,1488.3,1294.7,91.4,464.6,1817,114,4.41,132
,465.11,1863,30.7,1792,71.1,465.24,1863,1827.1,1415.7,90.2,464.99,1840,174,6.72,198
,465.51,1909,37.9,1848,71.1,465.63,1932,1996.5,1621.4,89,465.38,1863,231,9.45,237
,465.9,1955,42.5,1848,71.1,466.04,1978,2178,1875.5,88.6,465.77,1955,258,10.92,261
,466.3,2047,46.4,1928,71.1,466.44,2070,2383.7,2153.8,84.7,466.16,2024,279,12.39,282
,466.73,2139,50.5,1888,71.1,466.87,2185,2407.9,2456.3,76.1,466.59,2116,318,14.7,324
,467.12,2231,50.8,1872,71.1,467.25,2277,2444.2,2686.2,58.4,467,2208,324,15.75,324
,467.53,2346,52.4,1848,71.1,467.67,2392,2444.2,2674.1,48.2,467.39,2323,333,16.8,336
,467.96,2461,53.3,1816,71.1,468.09,2507,2456.3,2553.1,42,467.82,2438,333,17.85,336
,468.35,2599,57.1,1800,71.1,468.47,2645,2480.5,2492.6,31.4,468.21,2553,351,19.74,363
,468.72,2714,57.1,1800,71.1,468.87,2760,2420,2359.5,39.6,468.6,2668,369,22.05,387
,469.15,2806,40.4,1848,71.1,469.27,2806,1669.8,2165.9,29.4,469.01,2783,312,18.9,285
,469.54,2806,15.9,1200,71.1,469.67,2829,1137.4,1657.7,85.1,469.41,2829,153,10.08,105
,469.96,2806,1.9,488,71.1,470.09,2806,1089,1488.3,87.5,469.82,2783,33,2.52,0
,470.35,2783,0.5,456,71.1,470.47,2760,1089,1488.3,89.4,470.21,2806,3,0.42,0
,470.74,2737,0,432,71.1,470.88,2714,1089,1476.2,91.4,470.6,2760,0,0,0
,471.15,2668,0,424,71.1,471.29,2622,1089,1464.1,92.5,471.02,2691,0,0,0
,471.55,2599,0,424,72,471.68,2599,1089,1464.1,93.7,471.41,2622,0,0,0
,471.93,2553,0,416,71.1,472.05,2530,1089,1452,94.9,471.8,2576,0,0,0
,472.31,2507,0,432,71.1,472.43,2507,1089,1452,95.7,472.18,2530,0,0,0
,472.68,2461,0,432,71.1,472.82,2461,1089,1439.9,96.1,472.55,2484,0,0,0
,473.08,2438,0,432,72,473.21,2438,1089,1439.9,96.1,472.94,2438,0,0,0
,473.46,2415,0,440,72,473.6,2415,1076.9,1427.8,96.5,473.33,2438,0,0,0
,473.88,2415,0,432,72,474.02,2392,1076.9,1415.7,96.5,473.74,2415,0,0,0
,474.27,2392,0,432,72,474.41,2392,1076.9,1415.7,96.5,474.14,2392,0,0,0
,474.68,2369,0,440,72,474.82,2369,1076.9,1403.6,96.5,474.54,2392,0,0,0
,475.08,2369,0,432,72,475.22,2346,1076.9,1403.6,96.9,474.94,2369,0,0,0
,475.49,2346,0,440,72,475.61,2323,1076.9,1391.5,96.9,475.37,2346,0,0,0
,475.86,2323,1.1,480,72,475.99,2300,1101.1,1391.5,92.9,475.74,2323,0,0,3
,476.26,2300,2.7,552,72,476.39,2277,1113.2,1391.5,90.2,476.13,2300,12,0.63,15
,476.66,2277,3.8,600,72,476.79,2254,1125.3,1391.5,89.4,476.54,2277,18,1.05,21
,477.06,2254,4.1,592,72,477.21,2231,1113.2,1391.5,90.2,476.93,2254,21,1.26,24
,477.48,2231,3.3,560,72,477.6,2231,1101.1,1379.4,91.8,477.35,2231,18,0.84,15
,477.85,2208,3.3,560,72,477.97,2208,1113.2,1367.3,90.2,477.73,2208,15,0.84,18
,478.22,2185,4.9,648,72,478.35,2185,1137.4,1367.3,87.8,478.1,2185,24,1.26,27
,478.6,2185,6,712,72,478.74,2162,1137.4,1379.4,87.5,478.47,2185,33,1.68,36
,479.01,2185,6.9,752,72,479.13,2185,1149.5,1391.5,87.1,478.88,2185,36,1.89,36
,479.41,2162,6.9,792,72,479.54,2139,1149.5,1415.7,87.5,479.27,2162,42,2.1,42
,479.79,2139,7.1,808,72,479.93,2139,1149.5,1415.7,87.5,479.66,2139,42,2.1,42
,480.19,2139,7.1,768,72,480.32,2139,1173.7,1415.7,66.3,480.05,2139,42,2.1,42
,480.58,2139,11,928,72,480.72,2139,1294.7,1367.3,69.4,480.46,2139,63,2.94,66
,481.01,2162,17,1424,72,481.13,2162,1343.1,1343.1,69.8,480.87,2162,99,4.62,105
,481.39,2185,17,1456,72,481.54,2185,1234.2,1367.3,64.3,481.27,2185,108,5.25,114
,481.8,2185,8.8,864,72,481.94,2185,1125.3,1331,87.8,481.66,2185,72,3.57,66
,482.19,2162,4.9,664,72,482.33,2208,1101.1,1331,90.6,482.07,2185,36,1.89,27
,482.6,2185,0.8,432,72,482.74,2185,1052.7,1306.8,97.6,482.46,2185,18,1.05,15
,482.99,2162,0,416,71.1,483.13,2162,1052.7,1306.8,97.6,482.87,2162,0,0,0
,483.41,2162,0,408,71.1,483.54,2162,1052.7,1306.8,97.6,483.27,2162,0,0,0
,483.82,2139,0,416,71.1,483.94,2139,1052.7,1294.7,97.6,483.68,2139,0,0,0
,484.19,2139,0,408,71.1,484.32,2139,1052.7,1294.7,97.6,484.07,2139,0,0,0
,484.58,2139,0,416,71.1,484.71,2139,1052.7,1294.7,96.9,484.46,2139,0,0,0
,484.97,2116,0.5,440,71.1,485.1,2116,1052.7,1294.7,95.7,484.83,2139,3,0,3
,485.37,2139,0.3,432,71.1,485.49,2139,1052.7,1294.7,97.6,485.22,2139,6,0.21,6
,485.76,2139,0,416,71.1,485.88,2139,1052.7,1294.7,97.6,485.63,2139,0,0,0
,486.13,2139,0,424,71.1,486.27,2139,1052.7,1294.7,97.6,486,2139,0,0,0
,486.53,2139,0,424,71.1,486.65,2139,1052.7,1294.7,97.6,486.4,2139,0,0,0
,486.92,2139,0,416,71.1,487.05,2139,1052.7,1294.7,97.6,486.77,2139,0,0,0
,487.32,2139,0,424,71.1,487.45,2139,1052.7,1294.7,97.6,487.18,2139,0,0,0
,487.73,2139,0,424,71.1,487.85,2139,1052.7,1294.7,97.6,487.6,2139,0,0,0
,488.12,2139,0,408,71.1,488.24,2139,1052.7,1294.7,97.6,487.99,2139,0,0,0
,488.49,2139,0,432,71.1,488.61,2162,1052.7,1294.7,97.6,488.36,2139,0,0,0
,488.88,2162,0,424,71.1,489,2162,1052.7,1294.7,97.6,488.75,2162,0,0,0
,489.26,2162,0,424,71.1,489.38,2162,1052.7,1294.7,97.6,489.13,2162,0,0,0
,489.65,2162,0,424,71.1,489.79,2162,1052.7,1294.7,97.6,489.52,2162,0,0,0
,490.04,2162,0,432,71.1,490.18,2162,1052.7,1294.7,97.6,489.91,2162,0,0,0
,490.44,2162,0,424,71.1,490.58,2162,1052.7,1294.7,97.6,490.3,2162,0,0,0
,490.85,2162,0,424,71.1,490.97,2162,1052.7,1294.7,97.6,490.71,2162,0,0,0
,491.22,2162,0,424,71.1,491.35,2162,1052.7,1294.7,97.6,491.1,2162,0,0,0
,491.6,2162,0,424,71.1,491.73,2162,1052.7,1294.7,97.6,491.47,2162,0,0,0
,492,2162,0.3,440,71.1,492.14,2162,1064.8,1294.7,94.9,491.86,2162,0,0,0
,492.4,2185,8.2,960,71.1,492.53,2277,2395.8,1318.9,89.8,492.28,2185,27,1.26,27
,492.77,2254,36.2,1280,71.1,492.91,2300,2480.5,1560.9,82.7,492.65,2208,180,8.82,423
,493.18,2392,49.7,1976,71.1,493.31,2438,2480.5,2081.2,69,493.05,2346,285,14.28,534
,493.55,2530,63.7,1856,71.1,493.68,2599,2480.5,2637.8,36.1,493.43,2484,372,20.58,531
,493.96,2576,26.6,1768,71.1,494.1,2668,1089,2395.8,92.2,493.82,2645,414,24.99,516
,494.36,2645,5.8,992,71.1,494.49,2576,1089,2020.7,93.7,494.24,2645,57,3.36,0
,494.74,2530,0,480,71.1,494.86,2484,1089,1778.7,95.7,494.61,2576,6,0.21,0
,495.12,2415,0,424,71.1,495.24,2369,1076.9,1597.2,96.5,494.99,2461,0,0,0
,495.49,2300,0,416,71.1,495.63,2231,1064.8,1500.4,97.6,495.37,2346,0,0,0
,495.9,2185,0,408,71.1,496.03,2139,1052.7,1427.8,97.6,495.76,2208,0,0,0
,496.28,2047,0,408,71.1,496.4,2024,1028.5,1379.4,98,496.15,2093,0,0,0
,496.65,1978,0,400,71.1,496.77,1932,1016.4,1331,98.4,496.53,2001,0,0,0
,497.02,1886,0,384,71.1,497.15,1863,1016.4,1294.7,98.4,496.9,1886,0,0,0
,497.39,1817,0,384,71.1,497.54,1817,1004.3,1258.4,98.8,497.27,1840,0,0,0
,497.82,1794,0,408,71.1,497.95,1794,1004.3,1234.2,98.8,497.67,1794,0,0,0
,498.21,1771,0,376,70.2,498.35,1771,1004.3,1222.1,98.8,498.08,1794,0,0,0
,498.61,1771,2.2,472,70.2,498.74,1771,1040.6,1210,91.8,498.48,1771,3,0,0
,499.02,1748,6,632,70.2,499.15,1771,1089,1222.1,89.8,498.88,1771,27,1.05,27
,499.41,1771,11,1008,70.2,499.54,1794,1306.8,1246.3,85.5,499.27,1794,54,1.89,54
,499.79,1794,19.2,1512,70.2,499.93,1794,1355.2,1294.7,84.7,499.66,1794,120,4.62,135
,500.19,1817,21.4,1520,70.2,500.32,1840,1391.5,1367.3,80.8,500.05,1817,138,5.25,135
,500.57,1863,22.5,1592,70.2,500.69,1886,1403.6,1427.8,74.9,500.44,1840,147,5.67,147
,500.94,1909,21.7,1536,70.2,501.07,1932,1403.6,1464.1,68.6,500.82,1909,141,5.67,141
,501.33,1955,21.7,1480,70.2,501.47,1955,1343.1,1464.1,60.8,501.21,1932,138,5.67,138
,501.74,1978,15.9,1168,70.2,501.87,1978,1161.6,1391.5,61.2,501.61,1978,114,5.04,105
,502.14,2001,6.9,736,70.2,502.28,2001,1076.9,1306.8,89.4,502,2001,57,2.52,39
,502.54,2001,4.9,640,70.2,502.67,2024,1076.9,1294.7,89,502.41,2001,33,1.47,27
,502.93,2024,4.7,640,70.2,503.06,2024,1089,1270.5,88.6,502.8,2024,30,1.26,27
,503.31,2024,5.2,656,70.2,503.43,2024,1076.9,1270.5,89.4,503.18,2024,30,1.26,30
,503.69,2024,3.6,560,70.2,503.83,2024,1064.8,1258.4,92.9,503.55,2024,24,1.05,24
,504.12,2024,2.5,512,70.2,504.26,2024,1052.7,1246.3,93.3,503.98,2024,15,0.84,12
,504.52,2024,4.7,712,70.2,504.66,2024,1089,1258.4,88.6,504.4,2024,27,1.05,33
